stimulus_id,private_source_id,condition,pair_id,source_class,original_filename,source_object_site_page,original_orientation,render_state,crop_context,scale_zoom,camera_height_working_radius,mirrored,transform_history,provenance_source,rights_status,sha256,recognized_pilot_source,notes
S001,,,,,,,,,,,,,,,,,,
